"binomial","body_mass_median","litter_clutch_size","hab_breadth","diet_inv","diet_vend","diet_vect","diet_vfish","diet_vunk","diet_scav","diet_fruit","diet_nect","diet_seed","diet_planto"
"Epomophorus anselli",88.458,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epomophorus crypturus",95.04,0.995,1,0,0,0,0,0,0,10,0,0,0
"Epomophorus gambianus",128.87,0.99,4,0,0,0,0,0,0,10,0,0,0
"Epomophorus grandis",49.42,NA,4,0,0,0,0,0,0,10,0,0,0
"Epomophorus labiatus",69.65,0.99,2,0,0,0,0,0,0,10,0,0,0
"Epomophorus minimus",78.304,NA,1,0,0,0,0,0,0,10,0,0,0
"Epomophorus wahlbergi",91.58,0.995,4,0,0,0,0,0,0,10,0,0,0
"Epomops buettikoferi",135.67,0.98,4,0,0,0,0,0,0,10,0,0,0
"Epomops dobsonii",122.08,NA,1,0,0,0,0,0,0,10,0,0,0
"Epomops franqueti",118.99,1,1,0,0,0,0,0,0,10,0,0,0
"Eptesicus andinus",10.96,1.46,NA,10,0,0,0,0,0,0,0,0,0
"Eptesicus bobrinskoi",7.55,NA,1,10,0,0,0,0,0,0,0,0,0
"Eptesicus bottae",15.66,2,8,10,0,0,0,0,0,0,0,0,0
"Eptesicus brasiliensis",9.2,1.46,2,10,0,0,0,0,0,0,0,0,0
"Eptesicus chiriquinus",11.25,1.46,2,10,0,0,0,0,0,0,0,0,0
"Eptesicus diminutus",5.99,NA,3,10,0,0,0,0,0,0,0,0,0
"Eptesicus dimissus",13.03,NA,1,10,0,0,0,0,0,0,0,0,0
"Eptesicus floweri",10.17,NA,2,10,0,0,0,0,0,0,0,0,0
"Eptesicus furinalis",7.7,1.86,3,10,0,0,0,0,0,0,0,0,0
"Eptesicus fuscus",17.195,1.8875,7,10,0,0,0,0,0,0,0,0,0
"Eptesicus gobiensis",12.56384615,1.25,3,10,0,0,0,0,0,0,0,0,0
"Eptesicus guadeloupensis",12.56384615,NA,3,10,0,0,0,0,0,0,0,0,0
"Eptesicus hottentotus",30.33,NA,9,10,0,0,0,0,0,0,0,0,0
"Eptesicus innoxius",8.86,NA,2,10,0,0,0,0,0,0,0,0,0
"Eptesicus japonensis",12.56384615,1.5,1,10,0,0,0,0,0,0,0,0,0
"Eptesicus nasutus",7.91,NA,4,10,0,0,0,0,0,0,0,0,0
"Eptesicus nilssonii",10.72,1.5,12,10,0,0,0,0,0,0,0,0,0
"Eptesicus pachyotis",8.1,NA,1,10,0,0,0,0,0,0,0,0,0
"Eptesicus platyops",12.56384615,1.5,1,10,0,0,0,0,0,0,0,0,0
"Eptesicus serotinus",22.86,1.5,9,10,0,0,0,0,0,0,0,0,0
"Eptesicus tatei",12.56384615,NA,1,10,0,0,0,0,0,0,0,0,0
"Epthianura albifrons",13.3,3,17,7,0,0,0,0,0,1,1,1,0
"Epthianura aurifrons",10.5,2.64,5,8,0,0,0,0,0,0,0,0,2
"Epthianura crocea",9.25,3,10,10,0,0,0,0,0,0,0,0,0
"Epthianura tricolor",10.7,3.165,7,7,0,0,0,0,0,1,1,1,0
"Equus africanus",250000,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Equus ferus",250000,1,2,0,0,0,0,0,0,0,0,0,10
"Equus grevyi",407999.85,1,1,0,0,0,0,0,0,0,0,0,10
"Equus hemionus",235248.1,1,4,0,0,0,0,0,0,0,0,0,10
"Equus kiang",275000,1,4,0,0,0,0,0,0,0,0,0,10
"Equus quagga",4e+05,1,4,0,0,0,0,0,0,0,0,0,10
"Equus zebra",286998.75,1,1,0,0,0,0,0,0,0,0,0,10
"Eremalauda dunni",20.5,2.5,3,2,0,0,0,0,0,0,0,8,0
"Eremalauda starki",18.525,NA,NA,2,0,0,0,0,0,0,0,7,1
"Eremiornis carteri",12.2,NA,NA,8,0,0,0,0,0,0,0,2,0
"Eremitalpa granti",22.8,1.27,5,9,1,0,0,0,0,0,0,0,0
"Eremodipus lichtensteini",51,4.86,1,2,0,0,0,0,0,1,0,4,3
"Eremomela atricollis",10.35,2,2,10,0,0,0,0,0,0,0,0,0
"Eremomela badiceps",10.595,NA,4,8,0,0,0,0,0,1,0,1,0
"Eremomela flavicrissalis",4.5,1.45,2,10,0,0,0,0,0,0,0,0,0
"Eremomela gregalis",6.825,3.5,3,10,0,0,0,0,0,0,0,0,0
"Eremomela icteropygialis",7.5325,2,4,10,0,0,0,0,0,0,0,0,0
"Eremomela pusilla",6.2,2,7,9,0,0,0,0,0,1,0,0,0
"Eremomela scotops",8.995,2,4,10,0,0,0,0,0,0,0,0,0
"Eremomela turneri",7.42,NA,2,10,0,0,0,0,0,0,0,0,0
"Eremomela usticollis",8.395,2.3,4,10,0,0,0,0,0,0,0,0,0
"Eremophila alpestris",33.79,3.52,9,5,0,0,0,0,0,0,0,5,0
"Eremophila bilopha",38.5,2.88,3,1,0,0,0,0,0,1,0,8,0
"Eremopsaltria mongolicus",21.5,NA,NA,0,0,0,0,0,0,0,0,7,3
"Eremopterix australis",14.2,NA,2,2,0,0,0,0,0,2,0,6,0
"Eremopterix griseus",16,NA,3,4,0,0,0,0,0,0,0,6,0
"Eremopterix leucopareia",14.375,NA,2,2,0,0,0,0,0,0,0,8,0
"Eremopterix leucotis",16.4,NA,4,5,0,0,0,0,0,0,0,5,0
"Eremopterix nigriceps",13.675,2,1,4,0,0,0,0,0,0,0,6,0
"Eremopterix signatus",15.7,NA,3,2,0,0,0,0,0,0,0,8,0
"Eremopterix verticalis",16.9625,NA,6,1,0,0,0,0,0,0,0,7,2
"Eremoryzomys polius",60.5,NA,2,2,0,0,0,0,0,2,0,2,4
"Erethizon dorsatum",7252.395,1,4,0,0,0,0,0,0,1,0,2,7
"Ergaticus ruber",8.1,NA,NA,10,0,0,0,0,0,0,0,0,0
"Ergaticus versicolor",10,NA,NA,10,0,0,0,0,0,0,0,0,0
"Erinaceus amurensis",774.475,4.22,NA,8,1,1,0,0,0,0,0,0,0
"Erinaceus concolor",719,4.865,8,8,1,1,0,0,0,0,0,0,0
"Erinaceus europaeus",777.95,4.43,7,8,1,1,0,0,0,0,0,0,0
"Erinaceus roumanicus",771,4.5,6,7,2,1,0,0,0,0,0,0,0
"Eriocnemis aline",4.25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eriocnemis cupreoventris",5.2875,2,3,1,0,0,0,0,0,0,9,0,0
"Eriocnemis derbyi",5.06,NA,4,1,0,0,0,0,0,0,9,0,0
"Eriocnemis glaucopoides",3.7125,2,2,0,0,0,0,0,0,0,10,0,0
"Eriocnemis isabellae",3.95,NA,1,1,0,0,0,0,0,0,9,0,0
"Eriocnemis luciani",6,2,3,1,0,0,0,0,0,0,9,0,0
"Eriocnemis mirabilis",5.06,NA,1,0,0,0,0,0,0,0,10,0,0
"Eriocnemis mosquera",5.3,2,2,0,0,0,0,0,0,0,10,0,0
"Eriocnemis nigrivestis",4.45,2,1,1,0,0,0,0,0,0,9,0,0
"Eriocnemis sapphiropygia",4.7765,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eriocnemis vestita",4.695,2,5,1,0,0,0,0,0,0,9,0,0
"Erithacus akahige",17,NA,NA,4,0,1,1,0,1,2,0,1,0
"Erithacus komadori",23.9,NA,NA,4,0,1,1,0,1,2,0,1,0
"Erithacus rubecula",17.625,5.17,12,4,0,1,1,0,1,2,0,1,0
"Eropeplus canus",61.98,NA,1,1,0,0,0,0,0,1,0,2,6
"Erophylla bombifrons",16.28,1,1,4,0,0,0,0,0,3,3,0,0
"Erophylla sezekorni",15.87,1,1,3,0,0,0,0,0,4,3,0,0
"Erpornis zantholeuca",11.8,NA,4,6,0,0,0,0,0,2,1,1,0
"Erythrocebus patas",7966.3,1.005,5,0,0,0,0,0,0,4,0,2,4
"Erythrocercus holochlorus",6,NA,2,10,0,0,0,0,0,0,0,0,0
"Erythrocercus livingstonei",5.85,2.325,4,10,0,0,0,0,0,0,0,0,0
"Erythrocercus mccallii",7.2,2,5,10,0,0,0,0,0,0,0,0,0
"Erythrogonys cinctus",51.2,3.83,6,6,0,0,0,0,0,0,0,4,0
"Erythropygia barbata",23.31,NA,NA,10,0,0,0,0,0,0,0,0,0
"Erythropygia coryphaeus",20.4,NA,NA,7,0,0,0,0,0,1,0,2,0
"Erythropygia galactotes",20.3,NA,NA,6,0,0,0,0,0,2,0,2,0
"Erythropygia hartlaubi",19.2,NA,NA,10,0,0,0,0,0,0,0,0,0
"Erythropygia leucophrys",16.49,NA,NA,9,0,0,0,0,0,1,0,0,0
"Erythropygia leucosticta",25.42,NA,NA,10,0,0,0,0,0,0,0,0,0
"Erythropygia paena",19.7,NA,NA,6,0,0,0,0,0,1,0,3,0
"Erythropygia quadrivirgata",26.1,NA,NA,10,0,0,0,0,0,0,0,0,0
"Erythropygia signata",38.2,NA,NA,8,0,0,0,0,0,1,0,1,0
"Erythrotriorchis buergersi",575,NA,2,0,10,0,0,0,0,0,0,0,0
"Erythrotriorchis radiatus",912.425,2,4,1,8,1,0,0,0,0,0,0,0
"Erythrura coloria",11.2875,1.4,1,2,0,0,0,0,0,2,0,6,0
"Erythrura cyaneovirens",12.9375,3.5,6,2,0,0,0,0,0,4,1,3,0
"Erythrura gouldiae",14.15,5.7,NA,2,0,0,0,0,0,0,0,8,0
"Erythrura hyperythra",11.125,4,4,2,0,0,0,0,0,2,0,6,0
"Erythrura kleinschmidti",21,NA,2,8,0,0,0,0,0,1,0,0,1
"Erythrura papuana",19.675,NA,2,2,0,0,0,0,0,3,1,4,0
"Erythrura pealii",13.3275,3.5,8,2,0,0,0,0,0,4,1,3,0
"Erythrura prasina",12.75,4.9,2,0,0,0,0,0,0,0,0,10,0
"Erythrura psittacea",11.5,4,3,2,0,0,0,0,0,4,0,4,0
"Erythrura regia",13.3275,3.15,NA,2,0,0,0,0,0,4,1,3,0
"Erythrura trichroa",14.32,3.75,7,2,0,0,0,0,0,1,0,7,0
"Erythrura tricolor",13.78,NA,4,0,0,0,0,0,0,0,0,10,0
"Erythrura viridifacies",13.78,3,4,0,0,0,0,0,0,0,0,8,2
"Esacus magnirostris",1012.5,1.25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Esacus recurvirostris",790,1.7,4,7,1,1,1,0,0,0,0,0,0
"Estrilda astrild",8.2366666665,4.9,6,0,0,0,0,0,0,0,0,10,0
"Estrilda atricapilla",7.8,3.25,2,6,0,0,0,0,0,0,0,4,0
"Estrilda caerulescens",9.15,5,NA,0,0,0,0,0,0,0,0,10,0
"Estrilda charmosyna",8.25,4.35,3,2,0,0,0,0,0,0,2,6,0
"Estrilda erythronotos",9.2,4.5,3,2,0,0,0,0,0,0,2,6,0
"Estrilda melanotis",6.51,NA,NA,3,0,0,0,0,0,0,0,7,0
"Estrilda melpoda",7.6375,5,6,4,0,0,0,0,0,0,0,6,0
"Estrilda nigriloris",7.8316666665,4.9,3,3,0,0,0,0,0,0,0,7,0
"Estrilda nonnula",7.7,5.5,6,2,0,0,0,0,0,0,0,8,0
"Estrilda paludicola",7.575,4.7,2,2,0,0,0,0,0,0,0,8,0
"Estrilda perreini",7.4125,5.3,2,1,0,0,0,0,0,1,1,7,0
"Estrilda poliopareia",7.515,4.7,4,0,0,0,0,0,0,0,0,10,0
"Estrilda rhodopyga",7.7875,4,6,3,0,0,0,0,0,0,0,4,3
"Estrilda rufibarba",8.5,NA,3,0,0,0,0,0,0,0,0,10,0
"Estrilda thomensis",7.6,3.5,2,2,0,0,0,0,0,0,1,6,1
"Estrilda troglodytes",7.5875,4.5,2,2,0,0,0,0,0,0,0,8,0
"Eubucco aurantiicollis",35.98125,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eubucco bourcierii",36.5,3.2,2,4,0,0,0,0,0,6,0,0,0
"Eubucco glaucogularis",35.98125,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eubucco richardsoni",33.925,NA,2,4,0,0,0,0,0,6,0,0,0
"Eubucco steerii",35.98125,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eubucco tucinkae",40.525,3.2,5,4,0,0,0,0,0,6,0,0,0
"Eubucco versicolor",32.975,NA,3,2,0,0,0,0,0,8,0,0,0
"Euchoreutes naso",24.14,NA,2,2,0,0,0,0,0,1,0,4,3
"Eucometis penicillata",27.9375,2,6,8,0,0,0,0,0,2,0,0,0
"Euderma maculatum",16.17,1,3,10,0,0,0,0,0,0,0,0,0
"Eudiscopus denticulus",9.56,NA,2,10,0,0,0,0,0,0,0,0,0
"Eudocimus albus",894.829999999999,2.7,3,1,0,0,6,3,0,0,0,0,0
"Eudocimus ruber",637.54,2,3,9,0,0,1,0,0,0,0,0,0
"Eudorcas albonotata",25000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eudorcas rufifrons",26999.77,1,3,0,0,0,0,0,0,0,0,2,8
"Eudorcas thomsonii",22907.43,1,2,0,0,0,0,0,0,0,0,0,10
"Eudromia elegans",690.45,7,7,3,0,0,0,0,0,0,0,4,3
"Eudromia formosa",772.93,NA,1,3,0,0,0,0,0,0,0,4,3
"Eudromias morinellus",108.16,NA,4,7,0,0,0,0,0,1,0,1,1
"Eudynamys orientalis",206.21,1,6,1,0,0,0,0,0,8,1,0,0
"Eudynamys scolopaceus",202.21,1,6,1,0,0,0,0,0,8,1,0,0
"Eudyptes chrysocome",2398.925,2,4,7,0,0,3,0,0,0,0,0,0
"Eudyptes chrysolophus",4655.04,2,10,9,0,0,1,0,0,0,0,0,0
"Eudyptes moseleyi",2398.925,2,6,7,0,0,3,0,0,0,0,0,0
"Eudyptes pachyrhynchus",3907.44,2,4,5,0,0,5,0,0,0,0,0,0
"Eudyptes robustus",3179.01,2,3,9,0,0,1,0,0,0,0,0,0
"Eudyptes schlegeli",4371.32,2,10,9,0,0,1,0,0,0,0,0,0
"Eudyptes sclateri",5661.475,2,4,10,0,0,0,0,0,0,0,0,0
"Eudyptula minor",1132.5579165,2,14,2,0,0,8,0,0,0,0,0,0
"Eugenes fulgens",8.05,2,1,1,0,0,0,0,0,0,9,0,0
"Eugerygone rubra",8.4,NA,2,10,0,0,0,0,0,0,0,0,0
"Eugralla paradoxa",44,2.4,2,10,0,0,0,0,0,0,0,0,0
"Eulabeornis castaneoventris",668.93,4.5,2,10,0,0,0,0,0,0,0,0,0
"Eulacestoma nigropectus",20,NA,2,10,0,0,0,0,0,0,0,0,0
"Eulampis holosericeus",5.75,2,5,1,0,0,0,0,0,0,9,0,0
"Eulampis jugularis",9.1916666665,NA,2,1,0,0,0,0,0,0,9,0,0
"Eulemur albifrons",2300,1.07,2,2,0,0,0,0,0,4,0,0,4
"Eulemur cinereiceps",2250,1.1,2,0,0,0,0,0,0,8,1,0,1
"Eulemur collaris",2375,1.1,2,0,0,0,0,0,0,10,0,0,0
"Eulemur coronatus",1699.85,1.515,3,0,0,0,0,0,0,3,0,0,7
"Eulemur flavifrons",2158.365455,1.04,1,0,0,0,0,0,0,3,0,0,7
"Eulemur fulvus",2419,1.1,3,0,0,0,0,0,0,3,0,0,7
"Eulemur macaco",2158.365455,1.04,2,0,0,0,0,0,0,3,0,0,7
"Eulemur mongoz",1771.13,1.11,1,0,0,0,0,0,0,2,5,0,3
"Eulemur rubriventer",1765.33,1.005,2,0,0,0,0,0,0,3,0,0,7
"Eulemur rufifrons",2250,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eulemur rufus",2394.62,1.1,1,0,0,0,0,0,0,3,0,0,7
"Eulemur sanfordi",2394.03,1.1,3,0,0,0,0,0,0,8,0,0,2
"Eulidia yarrellii",3.96,NA,4,1,0,0,0,0,0,0,9,0,0
"Eulipoa wallacei",507.485,9,3,7,0,0,0,0,0,1,0,1,1
"Eumomota superciliosa",62.125,4,6,7,0,2,0,0,0,1,0,0,0
"Eumops auripendulus",28.49,0.985,2,10,0,0,0,0,0,0,0,0,0
"Eumops bonariensis",12.22,0.995,3,10,0,0,0,0,0,0,0,0,0
"Eumops dabbenei",67.27,1,3,10,0,0,0,0,0,0,0,0,0
"Eumops floridanus",36.4,1.03,2,10,0,0,0,0,0,0,0,0,0
"Eumops glaucinus",36.2,1.03,3,10,0,0,0,0,0,0,0,0,0
"Eumops hansae",15.47,NA,4,10,0,0,0,0,0,0,0,0,0
"Eumops maurus",29.38,NA,3,10,0,0,0,0,0,0,0,0,0
"Eumops patagonicus",34.01,1,3,10,0,0,0,0,0,0,0,0,0
"Eumops perotis",51.13,0.995,3,10,0,0,0,0,0,0,0,0,0
"Eumops trumbulli",38.47,1,3,10,0,0,0,0,0,0,0,0,0
"Eumops underwoodi",58.67,1,3,10,0,0,0,0,0,0,0,0,0
"Eumyias albicaudatus",16.4,3,3,7,0,0,0,0,0,3,0,0,0
"Eumyias indigo",23.14,NA,1,7,0,0,0,0,0,1,0,0,2
"Eumyias panayensis",19.925,NA,2,10,0,0,0,0,0,0,0,0,0
"Eumyias sordidus",25.14,2.4,4,7,0,0,0,0,0,3,0,0,0
"Eumyias thalassinus",18.05,3.5,7,7,0,0,0,0,0,3,0,0,0
"Euneomys chinchilloides",75.57,NA,4,0,0,0,0,0,0,0,0,0,10
"Euneomys fossor",83,3.4,NA,0,0,0,0,0,0,0,0,0,10
"Euneomys mordax",81.99,NA,1,0,0,0,0,0,0,0,0,0,10
"Euneomys petersoni",83,NA,3,0,0,0,0,0,0,0,0,0,10
"Euneornis campestris",16.1,NA,3,3,0,0,0,0,0,4,3,0,0
"Eunymphicus cornutus",130,3,4,0,0,0,0,0,0,3,6,0,1
"Eunymphicus uvaeensis",130,3,1,0,0,0,0,0,0,3,6,0,1
"Euoticus elegantulus",295.48,0.99,1,2,0,0,0,0,0,2,6,0,0
"Euoticus pallidus",277.37,NA,1,2,0,0,0,0,0,2,6,0,0
"Eupetaurus cinereus",2500,NA,4,0,0,0,0,0,0,0,0,0,10
"Eupetes macrocerus",101,NA,2,10,0,0,0,0,0,0,0,0,0
"Eupetomena macroura",9,2,8,1,0,0,0,0,0,0,9,0,0
"Euphagus carolinus",59.985,4.5,2,10,0,0,0,0,0,0,0,0,0
"Euphagus cyanocephalus",62.565,5,6,10,0,0,0,0,0,0,0,0,0
"Eupherusa cyanophrys",4.775,2,2,0,0,0,0,0,0,0,10,0,0
"Eupherusa eximia",4.3,2,3,1,0,0,0,0,0,0,9,0,0
"Eupherusa nigriventris",3.475,2,5,1,0,0,0,0,0,0,9,0,0
"Eupherusa poliocerca",4.575,2,3,1,0,0,0,0,0,0,9,0,0
"Euphonia affinis",10.325,2.75,8,0,0,0,0,0,0,10,0,0,0
"Euphonia anneae",15.025,NA,2,0,0,0,0,0,0,10,0,0,0
"Euphonia cayennensis",14.3,3.9,3,5,0,0,0,0,0,5,0,0,0
"Euphonia chalybea",19.25,NA,2,1,0,0,0,0,0,9,0,0,0
"Euphonia chlorotica",11.075,3.9,14,0,0,0,0,0,0,10,0,0,0
"Euphonia chrysopasta",14,NA,3,5,0,0,0,0,0,5,0,0,0
"Euphonia concinna",10.4,NA,2,0,0,0,0,0,0,10,0,0,0
"Euphonia cyanocephala",14.275,3.2,4,0,0,0,0,0,0,10,0,0,0
"Euphonia elegantissima",15.0125,3,2,0,0,0,0,0,0,10,0,0,0
"Euphonia finschi",10.615,NA,7,0,0,0,0,0,0,10,0,0,0
"Euphonia fulvicrissa",11.275,NA,1,2,0,0,0,0,0,8,0,0,0
"Euphonia gouldi",14,2.9,2,0,0,0,0,0,0,10,0,0,0
"Euphonia hirundinacea",14.6,4.5,4,1,0,0,0,0,0,9,0,0,0
"Euphonia imitans",14,3,1,2,0,0,0,0,0,7,1,0,0
"Euphonia jamaica",16.7,3.5,4,0,0,0,0,0,0,10,0,0,0
"Euphonia laniirostris",15,4,6,0,0,0,0,0,0,10,0,0,0
"Euphonia luteicapilla",13.05,3,9,0,0,0,0,0,0,10,0,0,0
"Euphonia mesochrysa",13.25,NA,2,0,0,0,0,0,0,10,0,0,0
"Euphonia minuta",10,3,2,6,0,0,0,0,0,4,0,0,0
"Euphonia musica",14.68,4,4,0,0,0,0,0,0,10,0,0,0
"Euphonia pectoralis",14.925,3,1,2,0,0,0,0,0,7,1,0,0
"Euphonia plumbea",9,NA,5,0,0,0,0,0,0,10,0,0,0
"Euphonia rufiventris",14.75,NA,3,0,0,0,0,0,0,8,0,2,0
"Euphonia saturata",14.68,NA,7,1,0,0,0,0,0,9,0,0,0
"Euphonia trinitatis",11.85,3.5,7,5,0,0,0,0,0,5,0,0,0
"Euphonia violacea",14.9375,3.75,7,0,0,0,0,0,0,10,0,0,0
"Euphonia xanthogaster",13,4,4,0,0,0,0,0,0,9,0,0,1
"Euphractus sexcinctus",4782.89,1.74,14,5,0,0,0,0,0,0,0,0,5
"Euplectes afer",14.4075,3.15,5,2,0,0,0,0,0,0,0,8,0
"Euplectes albonotatus",21.1,2.9,6,2,0,0,0,0,0,0,1,7,0
"Euplectes ardens",19.41,2.85,7,2,0,0,0,0,0,2,2,4,0
"Euplectes aureus",21,2.5,3,5,0,0,0,0,0,0,0,5,0
"Euplectes axillaris",25.435,2.8,4,2,0,0,0,0,0,0,0,8,0
"Euplectes capensis",30.1425,2.9,6,4,0,0,0,0,0,0,0,6,0
"Euplectes diadematus",13.8625,3.5,5,2,0,0,0,0,0,0,0,8,0
"Euplectes franciscanus",17.4,3,4,2,0,0,0,0,0,0,0,8,0
"Euplectes gierowii",28.285,3,4,5,0,0,0,0,0,0,0,5,0
"Euplectes hartlaubi",35.5,2,4,3,0,0,0,0,0,3,0,4,0
"Euplectes hordeaceus",19.885,3,4,3,0,0,0,0,0,0,0,7,0
"Euplectes jacksoni",36.615,2.7,2,2,0,0,0,0,0,0,0,8,0
"Euplectes macroura",22.2925,2.15,5,2,0,0,0,0,0,0,0,8,0
"Euplectes nigroventris",12.475,2.4,2,2,0,0,0,0,0,0,0,8,0
"Euplectes orix",22.035,3.1,2,5,0,0,0,0,0,0,0,5,0
"Euplectes progne",35.3125,2.45,2,2,0,0,0,0,0,0,0,8,0
"Euplectes psammocromius",35.5,NA,NA,5,0,0,0,0,0,0,0,5,0
"Eupodotis caerulescens",1366,2,5,3,0,2,0,0,0,0,0,2,3
"Eupodotis senegalensis",680,1.7,7,3,0,1,0,0,0,2,0,2,2
"Eupsittula astec",78.915,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eupsittula aurea",82.8,2.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eupsittula cactorum",63.95,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eupsittula canicularis",83.25,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eupsittula nana",78.2,3.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eupsittula pertinax",86.375,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euptilotis neoxenus",122.41,NA,3,5,0,0,0,0,0,5,0,0,0
"Eurocephalus anguitimens",69.045,3.5,4,8,0,0,0,0,0,2,0,0,0
"Eurocephalus rueppelli",50.6,NA,NA,8,0,0,0,0,0,2,0,0,0
"Eurochelidon sirintarae",26,NA,3,10,0,0,0,0,0,0,0,0,0
"Euroscaptor grandis",53.20549312,NA,2,10,0,0,0,0,0,0,0,0,0
"Euroscaptor klossi",60.46,4.5,2,10,0,0,0,0,0,0,0,0,0
"Euroscaptor longirostris",59.57,NA,3,10,0,0,0,0,0,0,0,0,0
"Euroscaptor micrura",60.46,NA,1,10,0,0,0,0,0,0,0,0,0
"Euroscaptor mizura",25.05,3,2,10,0,0,0,0,0,0,0,0,0
"Euroscaptor parvidens",59.57,NA,NA,10,0,0,0,0,0,0,0,0,0
"Eurostopodus archboldi",77.75,1,1,10,0,0,0,0,0,0,0,0,0
"Eurostopodus argus",96.695,1,5,10,0,0,0,0,0,0,0,0,0
"Eurostopodus diabolicus",104.38,1,2,10,0,0,0,0,0,0,0,0,0
"Eurostopodus mystacalis",137.385,1,12,10,0,0,0,0,0,0,0,0,0
"Eurostopodus nigripennis",140.25,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurostopodus papuensis",80.495,1,2,10,0,0,0,0,0,0,0,0,0
"Euryceros prevostii",96.765,NA,2,7,0,3,0,0,0,0,0,0,0
"Eurylaimus javanicus",78.1625,2.4,5,9,0,0,0,0,0,1,0,0,0
"Eurylaimus ochromalus",33.3125,2.4,4,10,0,0,0,0,0,0,0,0,0
"Eurylaimus samarensis",27.1,NA,NA,10,0,0,0,0,0,0,0,0,0
"Eurylaimus steerii",38.68,NA,NA,10,0,0,0,0,0,0,0,0,0
"Euryoryzomys emmonsae",57.93,4.345,1,2,0,0,0,0,0,2,0,2,4
"Euryoryzomys lamia",60.5,NA,2,2,0,0,0,0,0,2,0,2,4
"Euryoryzomys legatus",61.5,NA,2,2,0,0,0,0,0,2,0,2,4
"Euryoryzomys macconnelli",62.245,NA,1,2,0,0,0,0,0,2,0,2,4
"Euryoryzomys nitidus",55.195,4.02,3,2,0,0,0,0,0,2,0,2,4
"Euryoryzomys russatus",60.5,NA,1,2,0,0,0,0,0,2,0,2,4
"Euryptila subcinnamomea",11.5,2.45,2,10,0,0,0,0,0,0,0,0,0
"Eurypyga helias",216.375,2,2,4,0,3,3,0,0,0,0,0,0
"Eurystomus azureus",135.57166665,3.5,3,10,0,0,0,0,0,0,0,0,0
"Eurystomus glaucurus",109.25,2.5,14,9,0,1,0,0,0,0,0,0,0
"Eurystomus gularis",96.22,2.5,5,9,0,0,0,0,0,1,0,0,0
"Eurystomus orientalis",145.70166665,3.5,8,10,0,0,0,0,0,0,0,0,0
"Euryzygomatomys spinosus",187.49,0.97,3,0,0,0,0,0,0,3,0,2,5
"Euscarthmus meloryphus",6.7625,2,4,10,0,0,0,0,0,0,0,0,0
"Euscarthmus rufomarginatus",6,NA,3,8,0,0,0,0,0,2,0,0,0
"Euschistospiza cinereovinacea",11.75,3,4,2,0,0,0,0,0,0,0,8,0
"Euschistospiza dybowskii",13.35,5,2,5,0,0,0,0,0,0,0,5,0
"Euthlypis lachrymosa",25.6,NA,NA,10,0,0,0,0,0,0,0,0,0
"Eutoxeres aquila",10.7,2,2,1,0,0,0,0,0,0,9,0,0
"Eutoxeres condamini",10.745,2,4,1,0,0,0,0,0,0,9,0,0
"Eutrichomyias rowleyi",19,NA,1,10,0,0,0,0,0,0,0,0,0
"Eutriorchis astur",1790,1,1,0,2,8,0,0,0,0,0,0,0
"Exilisciurus concinnus",27.72,1.94,2,2,0,0,0,0,0,0,0,0,8
"Exilisciurus exilis",19,2.48,1,2,0,0,0,0,0,0,0,0,8
"Exilisciurus whiteheadi",24.91,1.94,2,2,0,0,0,0,0,0,0,0,8
"Falcipennis canadensis",456,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Falcipennis falcipennis",687.5,7.85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Falcipennis franklinii",571.75,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Falco alopex",274.43,2.5,3,3,4,3,0,0,0,0,0,0,0
"Falco amurensis",141.935,4,5,6,2,2,0,0,0,0,0,0,0
"Falco araeus",80.15,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Falco ardosiaceus",236.505,4,4,3,5,2,0,0,0,0,0,0,0
"Falco berigora",574.38,2.895,7,2,4,2,0,0,2,0,0,0,0
"Falco biarmicus",612.545,3.75,9,1,8,1,0,0,0,0,0,0,0
"Falco cenchroides",171.485,4,9,6,2,2,0,0,0,0,0,0,0
"Falco cherrug",978.105,4,5,0,9,1,0,0,0,0,0,0,0
